measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Jharkhand,Male,40-44 years,Non-communicable diseases,Number,2010,1860.277686073859,2116.131050960971,1562.7285277668927
Deaths,Jharkhand,Female,40-44 years,Non-communicable diseases,Number,2010,1562.830101140028,1758.7333076111754,1337.1926471627485
Deaths,Jharkhand,Both,40-44 years,Non-communicable diseases,Number,2010,3423.1077872138826,3778.199083549846,3043.5089780233498
Deaths,Jharkhand,Male,40-44 years,Non-communicable diseases,Rate,2010,199.90877858919956,227.40324033295522,167.93361205751435
Deaths,Jharkhand,Female,40-44 years,Non-communicable diseases,Rate,2010,180.10882567757335,202.68574970677628,154.10516933957467
Deaths,Jharkhand,Both,40-44 years,Non-communicable diseases,Rate,2010,190.35480157962346,210.1009905571253,169.2457800427534
Deaths,Jharkhand,Male,45-49 years,Non-communicable diseases,Number,2010,3765.9625402212155,4215.930954544254,3251.0628592447683
Deaths,Jharkhand,Female,45-49 years,Non-communicable diseases,Number,2010,2128.292076923795,2372.565478666352,1796.4197884174375
Deaths,Jharkhand,Both,45-49 years,Non-communicable diseases,Number,2010,5894.254617145008,6445.225526258462,5234.437564569892
Deaths,Jharkhand,Male,45-49 years,Non-communicable diseases,Rate,2010,487.64509799592537,545.9103858616788,420.97202233302244
Deaths,Jharkhand,Female,45-49 years,Non-communicable diseases,Rate,2010,301.0268950800958,335.57707006524134,254.08668153732327
Deaths,Jharkhand,Both,45-49 years,Non-communicable diseases,Rate,2010,398.45270445942225,435.6984400230241,353.848949426128
Deaths,Jharkhand,Male,50-54 years,Non-communicable diseases,Number,2010,3762.6379260603167,4210.739134435137,3245.6542541421163
Deaths,Jharkhand,Female,50-54 years,Non-communicable diseases,Number,2010,3228.3744037477936,3606.970856625393,2687.366461892237
Deaths,Jharkhand,Both,50-54 years,Non-communicable diseases,Number,2010,6991.0123298081035,7626.897272223569,6170.346946847252
Deaths,Jharkhand,Male,50-54 years,Non-communicable diseases,Rate,2010,623.1229433303099,697.3320884458877,537.5063111616435
Deaths,Jharkhand,Female,50-54 years,Non-communicable diseases,Rate,2010,572.6115889978286,639.7626344959949,476.6538782419988
Deaths,Jharkhand,Both,50-54 years,Non-communicable diseases,Rate,2010,598.7332637995602,653.192539368289,528.4487842353595
Deaths,Jharkhand,Male,55-59 years,Non-communicable diseases,Number,2010,5790.241396091358,6444.511109928042,5031.204459959081
Deaths,Jharkhand,Female,55-59 years,Non-communicable diseases,Number,2010,4289.614812060688,4783.407294821445,3456.065066400649
Deaths,Jharkhand,Both,55-59 years,Non-communicable diseases,Number,2010,10079.856208152045,10990.719695813437,8986.135693876522
Deaths,Jharkhand,Male,55-59 years,Non-communicable diseases,Rate,2010,1131.9737084324706,1259.8813488266542,983.5844105336179
Deaths,Jharkhand,Female,55-59 years,Non-communicable diseases,Rate,2010,852.1800759552093,950.2774888702471,686.5860735352634
Deaths,Jharkhand,Both,55-59 years,Non-communicable diseases,Rate,2010,993.200020533126,1082.950272517527,885.4322890492763
Deaths,Jharkhand,Male,60-64 years,Non-communicable diseases,Number,2010,6785.2428423997735,7612.397223409963,5795.607930719147
Deaths,Jharkhand,Female,60-64 years,Non-communicable diseases,Number,2010,5262.714541766743,5980.997514954975,4053.46985760618
Deaths,Jharkhand,Both,60-64 years,Non-communicable diseases,Number,2010,12047.95738416652,13303.980747460057,10447.724038488033
Deaths,Jharkhand,Male,60-64 years,Non-communicable diseases,Rate,2010,1680.0833625926812,1884.8937645354026,1435.041410701767
Deaths,Jharkhand,Female,60-64 years,Non-communicable diseases,Rate,2010,1294.365698377343,1471.0275398746828,996.9517254740889
Deaths,Jharkhand,Both,60-64 years,Non-communicable diseases,Rate,2010,1486.5765727314044,1641.5551178190015,1289.1265547129528
Deaths,Jharkhand,Male,65-69 years,Non-communicable diseases,Number,2010,8331.661190918503,9403.57252350741,6918.444622645121
Deaths,Jharkhand,Female,65-69 years,Non-communicable diseases,Number,2010,7331.899660758366,8326.721790892667,5692.755248179897
Deaths,Jharkhand,Both,65-69 years,Non-communicable diseases,Number,2010,15663.560851676852,17211.938943550478,13432.0281507211
Deaths,Jharkhand,Male,65-69 years,Non-communicable diseases,Rate,2010,2747.1332365748963,3100.5661452037302,2281.1644320087917
Deaths,Jharkhand,Female,65-69 years,Non-communicable diseases,Rate,2010,2466.2638279871667,2800.896590075129,1914.897502664131
Deaths,Jharkhand,Both,65-69 years,Non-communicable diseases,Rate,2010,2608.101055555073,2865.9176895921287,2236.5340250451923
Deaths,Jharkhand,Male,Age-standardized,Non-communicable diseases,Rate,2010,652.7911761382311,734.151760207574,534.2166753532019
Deaths,Jharkhand,Female,Age-standardized,Non-communicable diseases,Rate,2010,582.6087391127272,660.4308928206528,446.6907887600269
Deaths,Jharkhand,Both,Age-standardized,Non-communicable diseases,Rate,2010,617.4808884649033,677.6961118294028,522.2307807587187
Deaths,Jharkhand,Male,<20 years,Non-communicable diseases,Number,2010,3100.0345608674393,3994.4189830911128,2394.133464875001
Deaths,Jharkhand,Female,<20 years,Non-communicable diseases,Number,2010,2499.419220440469,3421.2604139487626,1768.0804979588315
Deaths,Jharkhand,Both,<20 years,Non-communicable diseases,Number,2010,5599.453781307905,7175.885548805053,4296.505868996338
Deaths,Jharkhand,Male,<20 years,Non-communicable diseases,Rate,2010,39.195110588219165,50.50320914297471,30.270090244566337
Deaths,Jharkhand,Female,<20 years,Non-communicable diseases,Rate,2010,34.056439821624316,46.61720948965822,24.091407550235218
Deaths,Jharkhand,Both,<20 years,Non-communicable diseases,Rate,2010,36.72185179404092,47.06026978807716,28.176971882542716
Deaths,Jharkhand,Male,65-74 years,Non-communicable diseases,Number,2010,15115.175902946065,16963.840577511466,12394.869981779271
Deaths,Jharkhand,Female,65-74 years,Non-communicable diseases,Number,2010,14046.661550031282,16115.077178560667,10735.25314086735
Deaths,Jharkhand,Both,65-74 years,Non-communicable diseases,Number,2010,29161.83745297734,32052.668335129696,24814.73706927933
Deaths,Jharkhand,Male,65-74 years,Non-communicable diseases,Rate,2010,3128.8957244229678,3511.5759547610146,2565.782624018872
Deaths,Jharkhand,Female,65-74 years,Non-communicable diseases,Rate,2010,2855.511711323292,3275.994900877798,2182.3435382550815
Deaths,Jharkhand,Both,65-74 years,Non-communicable diseases,Rate,2010,2990.965693415547,3287.4619621409265,2545.1080503764283
Deaths,Jharkhand,Male,75+ years,Non-communicable diseases,Number,2010,9942.862272722146,11570.092288815957,7484.728960747141
Deaths,Jharkhand,Female,75+ years,Non-communicable diseases,Number,2010,9935.049233424907,11621.49479722316,7024.950820799339
Deaths,Jharkhand,Both,75+ years,Non-communicable diseases,Number,2010,19877.91150614706,22350.955319817025,15832.211369005256
Deaths,Jharkhand,Male,75+ years,Non-communicable diseases,Rate,2010,6165.532676739881,7174.572082256222,4641.253164154881
Deaths,Jharkhand,Female,75+ years,Non-communicable diseases,Rate,2010,6084.700733672615,7117.560895534616,4302.416868708
Deaths,Jharkhand,Both,75+ years,Non-communicable diseases,Rate,2010,6124.865909350409,6886.870596914949,4878.287724224106
Deaths,Karnataka,Male,25-29 years,Non-communicable diseases,Number,2010,1966.5711941727106,2326.704560704243,1735.1151817493994
Deaths,Karnataka,Female,25-29 years,Non-communicable diseases,Number,2010,1272.2825176346687,1603.7437394670965,1062.8157618606642
Deaths,Karnataka,Both,25-29 years,Non-communicable diseases,Number,2010,3238.8537118073773,3861.339339809788,2903.238622748088
Deaths,Karnataka,Male,25-29 years,Non-communicable diseases,Rate,2010,68.48415247582078,81.02548759669419,60.42389567290771
Deaths,Karnataka,Female,25-29 years,Non-communicable diseases,Rate,2010,45.301321244290065,57.103441514064535,37.84297715656432
Deaths,Karnataka,Both,25-29 years,Non-communicable diseases,Rate,2010,57.02147047245763,67.9806088019444,51.11281648751852
Deaths,Karnataka,Male,30-34 years,Non-communicable diseases,Number,2010,3064.951561137858,3567.3420800943168,2660.1241401940306
Deaths,Karnataka,Female,30-34 years,Non-communicable diseases,Number,2010,2000.3926686166171,2365.419207976931,1670.9141460131702
Deaths,Karnataka,Both,30-34 years,Non-communicable diseases,Number,2010,5065.344229754477,5763.572134961989,4518.827040259713
Deaths,Karnataka,Male,30-34 years,Non-communicable diseases,Rate,2010,122.12388961983947,142.14178649658987,105.99342286229184
Deaths,Karnataka,Female,30-34 years,Non-communicable diseases,Rate,2010,80.65307887319321,95.37044648392128,67.36895836652488
Deaths,Karnataka,Both,30-34 years,Non-communicable diseases,Rate,2010,101.51091742185703,115.50360025095496,90.55855983744117
Deaths,Karnataka,Male,35-39 years,Non-communicable diseases,Number,2010,5504.835855834925,6153.922292115306,4939.783845717992
Deaths,Karnataka,Female,35-39 years,Non-communicable diseases,Number,2010,1823.327072629313,2163.4908608243,1482.3369423463644
Deaths,Karnataka,Both,35-39 years,Non-communicable diseases,Number,2010,7328.162928464229,8141.202476975752,6554.3843219327655
Deaths,Karnataka,Male,35-39 years,Non-communicable diseases,Rate,2010,242.21065158197612,270.77020408849705,217.3485813709166
Deaths,Karnataka,Female,35-39 years,Non-communicable diseases,Rate,2010,81.36207147731623,96.54115309387171,66.14611611219739
Deaths,Karnataka,Both,35-39 years,Non-communicable diseases,Rate,2010,162.35195459425645,180.364458021352,145.20925861165887
Deaths,Karnataka,Male,40-44 years,Non-communicable diseases,Number,2010,6745.6071941701475,7525.27584196651,6012.213954976959
Deaths,Karnataka,Female,40-44 years,Non-communicable diseases,Number,2010,2718.2969765923217,3154.2121164253776,2278.456710690189
Deaths,Karnataka,Both,40-44 years,Non-communicable diseases,Number,2010,9463.904170762467,10474.511588345938,8572.914769818297
Deaths,Karnataka,Male,40-44 years,Non-communicable diseases,Rate,2010,334.59137891783803,373.26401437616215,298.21406726489397
Deaths,Karnataka,Female,40-44 years,Non-communicable diseases,Rate,2010,140.11785011699675,162.58761436748972,117.44576057571544
Deaths,Karnataka,Both,40-44 years,Non-communicable diseases,Rate,2010,239.22423569461264,264.7699071951338,216.70221364039955
Deaths,Karnataka,Male,45-49 years,Non-communicable diseases,Number,2010,8981.688004723874,10036.08625623096,8098.010518442716
Deaths,Karnataka,Female,45-49 years,Non-communicable diseases,Number,2010,4305.3200640880295,4826.775231113578,3783.719397048295
Deaths,Karnataka,Both,45-49 years,Non-communicable diseases,Number,2010,13287.008068811905,14478.287795139036,12169.630446899082
Deaths,Karnataka,Male,45-49 years,Non-communicable diseases,Rate,2010,521.7803469915733,583.0343434841394,470.4441677368592
Deaths,Karnataka,Female,45-49 years,Non-communicable diseases,Rate,2010,266.3832909096299,298.64731341814473,234.11026587121512
Deaths,Karnataka,Both,45-49 years,Non-communicable diseases,Rate,2010,398.1046423666955,433.79770335921194,364.62583237001235
Deaths,Karnataka,Male,50-54 years,Non-communicable diseases,Number,2010,10903.234122371208,12092.121658044716,9848.02992803163
Deaths,Karnataka,Female,50-54 years,Non-communicable diseases,Number,2010,4686.719824805617,5219.908926537541,4099.712729170002
Deaths,Karnataka,Both,50-54 years,Non-communicable diseases,Number,2010,15589.953947176831,16923.598216442522,14343.065357485444
Deaths,Karnataka,Male,50-54 years,Non-communicable diseases,Rate,2010,802.6577763774476,890.1794983762984,724.9773521338776
Deaths,Karnataka,Female,50-54 years,Non-communicable diseases,Rate,2010,357.12920760007205,397.7583487735398,312.3991220057916
Deaths,Karnataka,Both,50-54 years,Non-communicable diseases,Rate,2010,583.7353175767082,633.6710174313665,537.0480143715515
Deaths,Karnataka,Male,55-59 years,Non-communicable diseases,Number,2010,13368.699203912498,14721.786935608663,12106.863076156018
Deaths,Karnataka,Female,55-59 years,Non-communicable diseases,Number,2010,7748.161757454106,8606.216813998119,6885.6901492819725
Deaths,Karnataka,Both,55-59 years,Non-communicable diseases,Number,2010,21116.86096136661,22740.473296233406,19525.36607533958
Deaths,Karnataka,Male,55-59 years,Non-communicable diseases,Rate,2010,1219.7714117876912,1343.2282797738173,1104.6404172517553
Deaths,Karnataka,Female,55-59 years,Non-communicable diseases,Rate,2010,700.590759260491,778.1763159860125,622.6058568120328
Deaths,Karnataka,Both,55-59 years,Non-communicable diseases,Rate,2010,959.0084772339495,1032.7437732008796,886.7317742729044
Deaths,Karnataka,Male,60-64 years,Non-communicable diseases,Number,2010,15787.161523195886,17410.69396069807,14316.582436822922
Deaths,Karnataka,Female,60-64 years,Non-communicable diseases,Number,2010,11439.605640447246,12599.152253129016,10118.07323354229
Deaths,Karnataka,Both,60-64 years,Non-communicable diseases,Number,2010,27226.767163643104,29193.754661309096,25211.18155258882
Deaths,Karnataka,Male,60-64 years,Non-communicable diseases,Rate,2010,1734.1843305463335,1912.525732141115,1572.6445119620937
Deaths,Karnataka,Female,60-64 years,Non-communicable diseases,Rate,2010,1187.5546982946857,1307.928168417918,1050.3653520798368
Deaths,Karnataka,Both,60-64 years,Non-communicable diseases,Rate,2010,1453.1469662102577,1558.1290192622132,1345.5711347413007
Deaths,Karnataka,Male,65-69 years,Non-communicable diseases,Number,2010,19189.907846995324,21164.811358043382,17368.37888576753
Deaths,Karnataka,Female,65-69 years,Non-communicable diseases,Number,2010,15533.980661450756,17011.84420895609,13604.289143828053
Deaths,Karnataka,Both,65-69 years,Non-communicable diseases,Number,2010,34723.88850844604,37377.65893763006,31866.592341834534
Deaths,Karnataka,Male,65-69 years,Non-communicable diseases,Rate,2010,2783.0163307539633,3069.426706808516,2518.8490983494603
Deaths,Karnataka,Female,65-69 years,Non-communicable diseases,Rate,2010,2069.040633479999,2265.883915132563,1812.0163557331398
Deaths,Karnataka,Both,65-69 years,Non-communicable diseases,Rate,2010,2410.8485703885385,2595.0974814452993,2212.4690491325423
Deaths,Karnataka,Male,Age-standardized,Non-communicable diseases,Rate,2010,748.7482196633442,822.5566058147841,670.754858289216
Deaths,Karnataka,Female,Age-standardized,Non-communicable diseases,Rate,2010,496.6799355707351,549.271466150586,418.7569901653832
Deaths,Karnataka,Both,Age-standardized,Non-communicable diseases,Rate,2010,609.8772092124334,656.1658743381969,547.1539848490014
Deaths,Karnataka,Male,<20 years,Non-communicable diseases,Number,2010,5037.297246753329,6294.0528733779365,3850.3855055769736
Deaths,Karnataka,Female,<20 years,Non-communicable diseases,Number,2010,4609.333070823006,5853.11744070801,3316.265388294048
Deaths,Karnataka,Both,<20 years,Non-communicable diseases,Number,2010,9646.630317576348,11910.34798325655,7411.516425311317
Deaths,Karnataka,Male,<20 years,Non-communicable diseases,Rate,2010,41.93598013819089,52.39859062453016,32.05482666132629
Deaths,Karnataka,Female,<20 years,Non-communicable diseases,Rate,2010,40.98462686651114,52.043935777123956,29.48710744942738
Deaths,Karnataka,Both,<20 years,Non-communicable diseases,Rate,2010,41.47595697323504,51.208874418017295,31.866022252614858
Deaths,Karnataka,Male,65-74 years,Non-communicable diseases,Number,2010,39827.00665297395,43842.34665893188,35798.708075879964
Deaths,Karnataka,Female,65-74 years,Non-communicable diseases,Number,2010,33438.29073457508,36722.53597242233,28782.188313397095
Deaths,Karnataka,Both,65-74 years,Non-communicable diseases,Number,2010,73265.29738754898,78684.12264016949,66279.75562691122
Deaths,Karnataka,Male,65-74 years,Non-communicable diseases,Rate,2010,3378.8975089751193,3719.556360443345,3037.1392607053003
Deaths,Karnataka,Female,65-74 years,Non-communicable diseases,Rate,2010,2436.4537240868717,2675.7575690137787,2097.1906267635723
Deaths,Karnataka,Both,65-74 years,Non-communicable diseases,Rate,2010,2871.8935222337523,3084.3036221859584,2598.0704047822637
Deaths,Karnataka,Male,75+ years,Non-communicable diseases,Number,2010,43392.56402814214,47517.47428682191,37493.565467815795
Deaths,Karnataka,Female,75+ years,Non-communicable diseases,Number,2010,45376.772690753525,50910.647654518376,35995.45455931129
Deaths,Karnataka,Both,75+ years,Non-communicable diseases,Number,2010,88769.33671889557,96466.91968363135,76891.6457528055
Deaths,Karnataka,Male,75+ years,Non-communicable diseases,Rate,2010,7739.587949963575,8475.315520983679,6687.430300446849
Deaths,Karnataka,Female,75+ years,Non-communicable diseases,Rate,2010,5809.60999559507,6518.114664337467,4608.515330716223
Deaths,Karnataka,Both,75+ years,Non-communicable diseases,Rate,2010,6616.078679296414,7189.7882102843,5730.820989370553
